N,off_unknown,on_naive,on_naive+
90.05244312247743,69.23860173218567,46.362922017859844,43.36830704509758
180.10488624495483,138.47720346408957,93.5076474240768,86.11985511924185
270.1573293674323,207.71580519766886,140.87092318545305,128.6378828207473
360.20977248990965,276.95440692847194,188.0156485916699,171.03190624123718
